Frame #,Elbow Pink X,Elbow Pink Y,Hand Pink X,Hand Pink Y,Head Pink X,Head Pink Y,Shoulder Green X,Shoulder Green Y,Seconds,Timestamp (microseconds)
110.0,726.1245117,994.5230103,980.6806641,920.7345581,224.561401,951.204651,497.8591,1013.14087,1.833333333,1658789402816666.5
111.0,726.1245117,994.5230103,980.6806641,920.7345581,224.561401,951.204651,498.0,1013.26794,1.85,1658789402833333.2
112.0,726.1245117,994.5230103,980.6806641,920.7345581,224.561401,951.204651,498.0,1013.26794,1.866666667,1658789402850000.0
113.0,726.1245117,994.5230103,980.6806641,920.7345581,224.561401,951.204651,498.019226,1013.34613,1.883333333,1658789402866666.5
114.0,726.1245117,994.5230103,980.6806641,920.7345581,224.994705,952.037048,498.019226,1013.34613,1.9,1658789402883333.5
115.0,726.1245117,994.5230103,980.6806641,920.7345581,224.994705,952.037048,498.019226,1013.34613,1.916666667,1658789402900000.0
116.0,726.1245117,994.5230103,980.6806641,920.7345581,224.994705,952.037048,498.019226,1013.34613,1.933333333,1658789402916666.8
117.0,726.1245117,994.5230103,980.6806641,920.7345581,224.994705,952.037048,498.019226,1013.34613,1.95,1658789402933333.5
118.0,726.1245117,994.5230103,980.6806641,920.7345581,224.994705,952.037048,497.689758,1013.53137,1.966666667,1658789402950000.0
119.0,726.1245117,994.5230103,980.6806641,920.7345581,224.994705,952.037048,497.689758,1013.53137,1.983333333,1658789402966666.8
120.0,726.1245117,994.5230103,980.6806641,920.7345581,224.443451,952.367554,497.689758,1013.53137,2.0,1658789402983333.2
121.0,726.1245117,994.5230103,980.6806641,920.7345581,224.287949,952.578735,497.682526,1013.68256,2.016666667,1658789403000000.0
122.0,726.1245117,994.5230103,980.6806641,920.7345581,224.207809,952.610901,497.534088,1014.23486,2.033333333,1658789403016666.8
123.0,726.1245117,994.5230103,980.6806641,920.7345581,224.168747,952.638977,497.510864,1013.92389,2.05,1658789403033333.2
124.0,726.1245117,994.5230103,980.6806641,920.7345581,224.168747,952.638977,497.3367,1013.86194,2.066666667,1658789403050000.0
125.0,726.1245117,994.5230103,980.6806641,920.7345581,224.168747,952.638977,497.5,1014.0,2.083333333,1658789403066666.5
126.0,726.1245117,994.5230103,980.6806641,920.7345581,224.090515,952.514343,497.5,1014.0,2.1,1658789403083333.2
127.0,726.1245117,994.5230103,980.6806641,920.7345581,224.206635,952.239807,497.689392,1013.94318,2.116666667,1658789403100000.0
128.0,726.1245117,994.5230103,980.6806641,920.7345581,224.206635,952.239807,497.5,1014.0,2.133333333,1658789403116666.5
129.0,726.1245117,994.5230103,980.6806641,920.7345581,224.206635,952.239807,497.689392,1013.94318,2.15,1658789403133333.5
130.0,726.1245117,994.5230103,980.6806641,920.7345581,224.206635,952.239807,497.5,1014.0,2.166666667,1658789403150000.0
131.0,726.1245117,994.5230103,980.6806641,920.7345581,224.04808,951.967957,497.689392,1013.94318,2.183333333,1658789403166666.8
132.0,726.1245117,994.5230103,980.6806641,920.7345581,224.04808,951.967957,497.310242,1014.15509,2.2,1658789403183333.5
133.0,726.1245117,994.5230103,980.6806641,920.7345581,224.029709,951.805298,497.5,1014.0,2.216666667,1658789403200000.0
134.0,225.0502319,950.210022,981.5,932.5,224.029709,951.805298,497.5,1014.0,2.233333333,1658789403216666.8
135.0,225.0502319,950.210022,981.5,932.5,223.992981,951.635071,497.676971,1013.8385,2.25,1658789403233333.2
136.0,725.3224487,999.6383667,981.8609619,932.6605225,223.889511,951.400757,497.730927,1014.35339,2.266666667,1658789403250000.0
137.0,725.1411743,999.9117432,981.8609619,932.6605225,223.38063,950.925659,498.581299,1014.08539,2.283333333,1658789403266666.8
138.0,725.7600708,1000.199585,981.6236572,932.6688232,222.721085,949.938782,498.766327,1013.79041,2.3,1658789403283333.2
139.0,725.7600708,1000.199585,981.6236572,932.6688232,222.721085,949.938782,498.766327,1013.79041,2.316666667,1658789403300000.0
140.0,725.7600708,1000.199585,981.6236572,932.6688232,222.721085,949.938782,498.705414,1014.18604,2.333333333,1658789403316666.5
141.0,725.7600708,1000.199585,981.6236572,932.6688232,355.396149,997.826111,498.766327,1013.79041,2.35,1658789403333333.2
142.0,725.7600708,1000.199585,981.6236572,932.6688232,351.591553,996.835693,498.766327,1013.79041,2.366666667,1658789403350000.0
143.0,725.7600708,1000.199585,981.6236572,932.6688232,351.591553,996.835693,498.766327,1013.79041,2.383333333,1658789403366666.5
144.0,724.8917236,1000.391724,981.5,933.5,346.42157,995.800659,498.488647,1013.59088,2.4,1658789403383333.5
145.0,724.8917236,1000.391724,981.5,933.5,343.701935,995.548096,497.695801,1013.6084,2.416666667,1658789403400000.0
146.0,724.8917236,1000.391724,981.5,933.5,341.845306,995.084961,497.695801,1013.6084,2.433333333,1658789403416666.8
147.0,724.8917236,1000.391724,981.5,933.5,340.283325,995.219055,497.188751,1013.72693,2.45,1658789403433333.5
148.0,724.8917236,1000.391724,981.5,933.5,338.718567,994.814209,497.0,1013.58698,2.466666667,1658789403450000.0
149.0,723.7972412,1001.103088,980.2654419,934.3193359,336.839783,995.0,496.353424,1013.7309,2.483333333,1658789403466666.8
150.0,723.8538818,1001.341553,980.2654419,934.3193359,334.549622,994.549622,496.353424,1013.7309,2.5,1658789403483333.2
151.0,723.8538818,1001.341553,980.2654419,934.3193359,332.129761,994.053406,496.353424,1013.7309,2.516666667,1658789403500000.0
152.0,723.8538818,1001.341553,980.2654419,934.3193359,329.264374,994.060364,496.42453,1013.50946,2.533333333,1658789403516666.8
153.0,723.2718506,1001.420837,979.5,935.0,326.881165,993.846375,496.021729,1013.82971,2.55,1658789403533333.2
154.0,723.2718506,1001.420837,979.5,935.0,323.938934,993.895691,496.021729,1013.82971,2.566666667,1658789403550000.0
155.0,723.2718506,1001.420837,979.5,935.0,320.815704,993.344177,496.021729,1013.82971,2.583333333,1658789403566666.5
156.0,723.2718506,1001.420837,979.5,935.0,317.307343,993.832153,496.021729,1013.82971,2.6,1658789403583333.2
157.0,723.2718506,1001.420837,979.5,935.0,314.602478,993.977234,496.021729,1013.82971,2.616666667,1658789403600000.0
158.0,723.1774292,1001.602173,979.6082764,935.3126221,311.400818,993.885498,495.861938,1013.61279,2.633333333,1658789403616666.5
159.0,723.4017334,1001.670105,979.6082764,935.3126221,308.047333,993.859985,496.353424,1013.7309,2.65,1658789403633333.5
160.0,723.4017334,1001.670105,979.6082764,935.3126221,304.659821,993.7453,496.766327,1013.79041,2.666666667,1658789403650000.0
161.0,723.4017334,1001.670105,979.6082764,935.3126221,301.564514,993.797485,496.922211,1013.59998,2.683333333,1658789403666666.8
162.0,723.4017334,1001.670105,979.6082764,935.3126221,298.365814,993.634216,496.672363,1013.26782,2.7,1658789403683333.5
163.0,723.4017334,1001.670105,979.6082764,935.3126221,295.167511,993.570496,496.879059,1013.35693,2.716666667,1658789403700000.0
164.0,723.4017334,1001.670105,979.6082764,935.3126221,292.37326,993.596802,496.879059,1013.35693,2.733333333,1658789403716666.8
165.0,722.9719849,1001.884766,979.5,935.5,289.369354,993.926147,496.879059,1013.35693,2.75,1658789403733333.2
166.0,722.9719849,1001.884766,979.5,935.5,286.505371,994.057373,496.874603,1013.2049,2.766666667,1658789403750000.0
167.0,723.026062,1001.927063,979.5,935.5,283.610809,994.100891,496.874603,1013.2049,2.783333333,1658789403766666.8
168.0,723.026062,1001.927063,979.5,935.8605347,280.5,994.0,497.0,1013.0,2.8,1658789403783333.2
169.0,723.026062,1001.927063,979.6107788,936.1715088,278.137268,994.431396,497.0,1013.0,2.816666667,1658789403800000.0
170.0,723.026062,1001.927063,979.3892212,936.8284912,275.328003,994.542542,497.0,1013.0,2.833333333,1658789403816666.5
171.0,723.0801392,1002.171204,979.269104,937.0,272.325287,994.325256,497.0,1013.0,2.85,1658789403833333.2
172.0,722.7479248,1002.26532,978.809021,936.7855835,270.0,994.5,497.0,1013.0,2.866666667,1658789403850000.0
173.0,722.6325073,1002.365784,979.0018921,937.0287476,267.306152,994.503601,497.0,1013.0,2.883333333,1658789403866666.5
174.0,722.6325073,1002.365784,978.6856079,937.3048706,265.710541,994.491211,497.0,1013.0,2.9,1658789403883333.5
175.0,722.3585815,1002.358582,978.6856079,937.3048706,264.143555,994.823425,497.0,1013.0,2.916666667,1658789403900000.0
176.0,722.3585815,1002.358582,978.5,937.5,263.007538,994.825012,496.869843,1012.60632,2.933333333,1658789403916666.8
177.0,722.3585815,1002.358582,978.6856079,937.3048706,262.062195,995.440186,496.605377,1012.68201,2.95,1658789403933333.5
178.0,722.2653198,1002.747925,978.5,937.5,261.356049,995.227295,496.530609,1012.5816,2.966666667,1658789403950000.0
179.0,722.0455933,1002.921082,978.3917236,938.1082764,260.146332,995.72522,495.916656,1012.28204,2.983333333,1658789403966666.8
180.0,722.4743042,1002.747925,978.3657837,938.6325073,260.108917,996.171631,495.833344,1012.27673,3.0,1658789403983333.2
181.0,722.6414185,1002.641418,977.9951782,939.3397827,259.411682,995.581177,495.5,1012.0,3.016666667,1658789404000000.0
182.0,722.5,1003.0,977.9951782,939.3397827,258.826965,995.85675,495.790375,1012.2337,3.033333333,1658789404016666.8
183.0,722.5,1004.0,978.1712036,939.9198608,258.381592,995.865784,495.689758,1012.15509,3.05,1658789404033333.2
184.0,722.5,1004.0,978.1245117,940.1762695,258.309296,995.845337,495.689758,1012.15509,3.066666667,1658789404050000.0
185.0,722.5,1004.0,977.8609619,940.3394775,258.012115,996.013611,495.689758,1012.15509,3.083333333,1658789404066666.5
186.0,722.5,1004.227417,977.8609619,940.3394775,258.012115,996.013611,495.689758,1012.15509,3.1,1658789404083333.2
187.0,722.3585815,1004.358582,977.8609619,940.3394775,258.056824,996.085999,495.689758,1012.15509,3.116666667,1658789404100000.0
188.0,722.3585815,1004.358582,977.8609619,940.3394775,257.803528,996.044739,495.689758,1012.15509,3.133333333,1658789404116666.5
189.0,722.5230103,1004.124512,977.8609619,940.3394775,257.278442,996.103088,495.790375,1012.2337,3.15,1658789404133333.5
190.0,722.3585815,1004.358582,977.7333374,940.5,257.318604,996.191406,495.790375,1012.2337,3.166666667,1658789404150000.0
191.0,722.3585815,1004.358582,977.7333374,940.5,257.312592,996.378967,495.790375,1012.2337,3.183333333,1658789404166666.8
192.0,722.3585815,1004.358582,977.7333374,940.5,257.312592,996.378967,495.877197,1012.21753,3.2,1658789404183333.5
193.0,722.3585815,1004.358582,977.7333374,940.5,257.312592,996.378967,496.527283,1012.33032,3.216666667,1658789404200000.0
194.0,722.3585815,1004.358582,977.6321411,940.6280518,257.312592,996.378967,496.527283,1012.33032,3.233333333,1658789404216666.8
195.0,722.3585815,1004.358582,977.6398926,941.1654663,257.440735,996.453247,496.527283,1012.33032,3.25,1658789404233333.2
196.0,722.5,1004.5,977.8571167,941.1190186,257.57724,996.560974,496.527283,1012.33032,3.266666667,1658789404250000.0
197.0,722.7479248,1004.474304,977.8571167,941.1190186,257.587311,996.70105,496.527283,1012.33032,3.283333333,1658789404266666.8
198.0,722.5,1004.5,977.6082764,941.0584106,257.572876,996.780762,496.844879,1012.20465,3.3,1658789404283333.2
199.0,722.772583,1004.5,977.336853,941.1861572,257.572876,996.780762,496.374603,1012.42859,3.316666667,1658789404300000.0
200.0,722.772583,1004.5,977.336853,941.1861572,257.572876,996.780762,496.374603,1012.42859,3.333333333,1658789404316666.5
201.0,722.5,1004.772583,977.4576416,941.8606567,257.572876,996.780762,496.374603,1012.42859,3.35,1658789404333333.2
202.0,722.5,1004.772583,977.3551025,942.0271606,257.553467,997.047791,496.694458,1012.30554,3.366666667,1658789404350000.0
203.0,722.5,1004.772583,977.2350464,942.3256226,257.696869,997.047791,496.3367,1012.22894,3.383333333,1658789404366666.5
204.0,722.5,1004.772583,977.2350464,942.3256226,257.627075,996.983398,496.3367,1012.22894,3.4,1658789404383333.5
205.0,722.5,1004.772583,977.5,942.5,257.627075,996.983398,496.3367,1012.22894,3.416666667,1658789404400000.0
206.0,722.5,1004.772583,977.5,942.5,257.627075,996.983398,496.3367,1012.22894,3.433333333,1658789404416666.8
207.0,722.5,1004.772583,977.5,942.5,257.627075,996.983398,496.3367,1012.22894,3.45,1658789404433333.5
208.0,722.5,1004.772583,977.5,942.5,257.627075,996.983398,496.3367,1012.22894,3.466666667,1658789404450000.0
209.0,722.5,1004.772583,977.6236572,942.6688232,257.627075,996.983398,496.3367,1012.22894,3.483333333,1658789404466666.8
210.0,722.5,1004.772583,977.8609619,942.6605225,258.078766,996.710266,496.3367,1012.22894,3.5,1658789404483333.2
211.0,722.5,1004.772583,977.8609619,942.6605225,258.399689,996.600342,496.3367,1012.22894,3.516666667,1658789404500000.0
212.0,722.3570557,1005.262268,977.8609619,942.6605225,258.739807,995.976074,496.3367,1012.22894,3.533333333,1658789404516666.8
213.0,722.5,1004.772583,977.8609619,942.6605225,259.604645,995.726074,496.584076,1013.05902,3.55,1658789404533333.2
214.0,722.5,1004.772583,977.8609619,942.6605225,260.433044,994.924133,496.584076,1013.05902,3.566666667,1658789404550000.0
215.0,722.5,1004.772583,977.8609619,942.6605225,261.5,994.5,496.233673,1012.62543,3.583333333,1658789404566666.5
216.0,722.5,1004.772583,978.1245117,942.4769897,262.082977,993.379761,496.233673,1012.62543,3.6,1658789404583333.2
217.0,722.6414185,1004.641418,978.1245117,942.4769897,262.075897,992.566956,496.233673,1012.62543,3.616666667,1658789404600000.0
218.0,722.6414185,1004.641418,978.1245117,942.4769897,262.920563,991.338989,496.233673,1012.62543,3.633333333,1658789404616666.5
219.0,722.5,1004.5,978.1821899,942.1821899,263.822998,990.972839,496.233673,1012.62543,3.65,1658789404633333.5
220.0,722.3585815,1004.358582,978.1821899,942.1821899,264.687408,990.621033,496.233673,1012.62543,3.666666667,1658789404650000.0
221.0,722.3394775,1003.860962,978.3599854,941.9000244,265.225647,990.042297,496.233673,1012.62543,3.683333333,1658789404666666.8
222.0,722.3403931,1003.763672,978.5501099,941.1293335,265.716553,989.194641,496.0,1013.0,3.7,1658789404683333.5
223.0,722.5529175,1003.305908,978.3585815,940.6414185,267.152832,988.540161,496.233673,1012.62543,3.716666667,1658789404700000.0
224.0,722.5505371,1003.548706,978.6414185,940.3585815,267.430145,987.9375,496.053772,1012.6308,3.733333333,1658789404716666.8
225.0,722.6605225,1003.139038,978.0396729,940.0396729,268.47641,986.782532,496.053772,1012.6308,3.75,1658789404733333.2
